,OPERA,MES,TIPOVUELO,SIGLADES,DIANOM,atraso_15
17712,Copa Air,4,I,Ciudad de Panama,Domingo,0
40607,Sky Airline,8,I,Buenos Aires,Miercoles,0
10472,Grupo LATAM,2,I,Buenos Aires,Sabado,0
30984,Grupo LATAM,6,N,Calama,Jueves,0
57821,Sky Airline,11,N,Arica,Lunes,0
67826,Latin American Wings,12,I,Lima,Viernes,1
5831,Grupo LATAM,1,N,Antofagasta,Jueves,1
48514,Grupo LATAM,9,I,Buenos Aires,Lunes,0
65623,Grupo LATAM,12,N,Puerto Montt,Domingo,0
804,K.L.M.,1,I,Buenos Aires,Martes,0
52052,Sky Airline,10,I,Lima,Domingo,0
29770,Grupo LATAM,6,N,Calama,Lunes,0
67365,Grupo LATAM,12,N,Antofagasta,Miercoles,0
15818,Grupo LATAM,3,I,Mendoza,Jueves,0
11713,American Airlines,3,I,Dallas,Sabado,0
44382,Aerolineas Argentinas,9,I,Buenos Aires,Domingo,0
62182,Austral,12,I,Cordoba,Jueves,0
3263,Grupo LATAM,1,N,Iquique,Miercoles,0
51044,Sky Airline,10,N,Valdivia,Jueves,1
30753,Grupo LATAM,6,N,Copiapo,Jueves,1
62500,Gol Trans,12,I,Sao Paulo,Sabado,0
62572,Iberia,12,I,Madrid,Lunes,0
23035,Grupo LATAM,5,I,Sao Paulo,Viernes,0
275,Aerolineas Argentinas,1,I,Buenos Aires,Domingo,0
52920,Grupo LATAM,10,N,Concepcion,Domingo,0
64991,Grupo LATAM,12,N,Iquique,Sabado,0
7651,Sky Airline,2,N,Copiapo,Jueves,0
59046,Grupo LATAM,11,N,Concepcion,Sabado,0
41110,Grupo LATAM,8,N,Calama,Lunes,0
5975,Grupo LATAM,1,I,Lima,Lunes,1
35099,Grupo LATAM,7,N,Antofagasta,Viernes,0
19571,Grupo LATAM,4,N,Calama,Lunes,0
51362,Sky Airline,10,N,Copiapo,Viernes,0
65123,Grupo LATAM,12,N,Arica,Domingo,0
55042,Grupo LATAM,10,I,La Paz,Viernes,1
15581,Grupo LATAM,3,N,Calama,Miercoles,0
54594,Grupo LATAM,10,I,Bogota,Sabado,0
57998,Sky Airline,11,I,Mendoza,Viernes,0
49974,Aerolineas Argentinas,10,I,Buenos Aires,Lunes,0
25782,Grupo LATAM,5,N,Antofagasta,Viernes,1
23604,Sky Airline,5,N,La Serena,Viernes,1
14241,Grupo LATAM,3,N,Calama,Lunes,1
35688,Grupo LATAM,7,N,Concepcion,Jueves,0
17551,Avianca,4,I,Bogota,Viernes,0
1344,Sky Airline,1,N,Puerto Montt,Martes,0
36960,Grupo LATAM,7,I,Mendoza,Viernes,0
21049,Grupo LATAM,4,I,Mendoza,Domingo,0
39345,Grupo LATAM,8,I,Rio de Janeiro,Lunes,0
41888,Grupo LATAM,8,N,Puerto Montt,Sabado,0
49529,Latin American Wings,9,N,Concepcion,Lunes,1
17117,Latin American Wings,3,N,Concepcion,Miercoles,0
55844,Air Canada,11,I,Buenos Aires,Lunes,1
38891,Copa Air,8,I,Ciudad de Panama,Jueves,0
60086,Grupo LATAM,11,N,Arica,Domingo,0
45704,Sky Airline,9,N,Copiapo,Martes,0
63695,Sky Airline,12,N,Calama,Sabado,0
18168,Sky Airline,4,N,Puerto Montt,Martes,0
37667,Grupo LATAM,7,I,Lima,Jueves,0
11014,Grupo LATAM,2,I,Sao Paulo,Lunes,0
35091,Grupo LATAM,7,N,Antofagasta,Jueves,0
24700,Grupo LATAM,5,N,Calama,Miercoles,0
23226,Sky Airline,5,N,Puerto Montt,Lunes,1
56499,Avianca,11,I,Lima,Viernes,0
65371,Grupo LATAM,12,N,Temuco,Martes,0
6101,Latin American Wings,1,I,Lima,Jueves,0
56000,Aerolineas Argentinas,11,I,Buenos Aires,Domingo,0
36931,Grupo LATAM,7,I,Montevideo,Jueves,0
48388,Grupo LATAM,9,I,Buenos Aires,Domingo,0
8632,Grupo LATAM,2,N,Antofagasta,Lunes,0
64975,Grupo LATAM,12,N,Iquique,Jueves,0
36576,Grupo LATAM,7,N,Antofagasta,Jueves,1
5642,Grupo LATAM,1,I,Mendoza,Miercoles,0
18369,Sky Airline,4,N,Temuco,Jueves,0
18512,Sky Airline,4,N,La Serena,Sabado,1
63870,Sky Airline,12,N,Antofagasta,Viernes,1
19689,Grupo LATAM,4,N,Iquique,Domingo,0
34116,Sky Airline,7,N,La Serena,Lunes,0
21158,Grupo LATAM,4,I,Buenos Aires,Sabado,1
21565,Grupo LATAM,4,I,Lima,Martes,0
42189,Grupo LATAM,8,N,La Serena,Jueves,0
12620,Grupo LATAM,3,I,Rio de Janeiro,Jueves,0
44763,K.L.M.,9,I,Buenos Aires,Miercoles,0
11354,Grupo LATAM,2,N,Iquique,Sabado,0
17697,Copa Air,4,I,Ciudad de Panama,Sabado,0
34868,Sky Airline,7,I,Lima,Viernes,0
59757,Grupo LATAM,11,N,Antofagasta,Lunes,1
67850,Latin American Wings,12,N,Concepcion,Lunes,1
1786,Sky Airline,1,N,Calama,Miercoles,0
862,Qantas Airways,1,I,Sydney,Viernes,1
64981,Grupo LATAM,12,N,Iquique,Miercoles,0
51024,Sky Airline,10,N,Valdivia,Viernes,0
59099,Grupo LATAM,11,N,Temuco,Domingo,0
53128,Grupo LATAM,10,N,Puerto Montt,Sabado,1
18977,Sky Airline,4,N,Arica,Viernes,0
10824,Grupo LATAM,2,I,Ciudad de Mexico,Jueves,0
55477,Latin American Wings,10,I,Mendoza,Martes,0
635,Copa Air,1,I,Ciudad de Panama,Sabado,0
10780,Grupo LATAM,2,I,Lima,Sabado,0
8445,Grupo LATAM,2,N,Temuco,Jueves,0
43346,Grupo LATAM,8,I,Ciudad de Mexico,Viernes,0
57856,Sky Airline,11,N,Arica,Domingo,0
27824,Alitalia,6,I,Roma,Lunes,1
4772,Grupo LATAM,1,I,Buenos Aires,Viernes,0
15772,Grupo LATAM,3,N,Arica,Jueves,0
33617,Grupo LATAM,7,I,Sao Paulo,Jueves,0
10771,Grupo LATAM,2,I,Cancun,Viernes,0
1217,Grupo LATAM,1,I,Sao Paulo,Martes,0
56762,Grupo LATAM,11,I,Rio de Janeiro,Sabado,0
40032,Sky Airline,8,N,La Serena,Martes,0
4692,Grupo LATAM,1,N,Arica,Lunes,0
45675,Sky Airline,9,N,La Serena,Lunes,0
56151,Avianca,11,I,Bogota,Viernes,1
47369,Grupo LATAM,9,N,Temuco,Miercoles,1
29846,Grupo LATAM,6,N,Calama,Viernes,0
63296,Sky Airline,12,N,Valdivia,Jueves,1
5387,Grupo LATAM,1,I,Sao Paulo,Miercoles,1
67572,Grupo LATAM,12,I,Lima,Lunes,0
51366,Sky Airline,10,N,Calama,Martes,0
6263,Aeromexico,2,I,Ciudad de Mexico,Domingo,0
1033,Grupo LATAM,1,I,Sao Paulo,Miercoles,0
61908,American Airlines,12,I,Dallas,Sabado,0
64540,Grupo LATAM,12,N,Punta Arenas,Viernes,0
27091,Grupo LATAM,5,N,Antofagasta,Jueves,0
15171,Grupo LATAM,3,N,Punta Arenas,Jueves,0
28743,Sky Airline,6,N,Concepcion,Jueves,0
52417,Grupo LATAM,10,N,Antofagasta,Domingo,0
461,British Airways,1,I,Londres,Miercoles,0
30953,Grupo LATAM,6,N,Calama,Viernes,0
27557,Aeromexico,6,I,Ciudad de Mexico,Viernes,0
51622,Sky Airline,10,N,Antofagasta,Jueves,0
9312,Grupo LATAM,2,N,Temuco,Martes,0
16270,Grupo LATAM,3,I,Lima,Sabado,1
11044,Grupo LATAM,2,I,Florianapolis,Miercoles,0
68172,JetSmart SPA,12,N,Temuco,Jueves,1
3132,Grupo LATAM,1,N,Iquique,Domingo,0
50484,Lacsa,10,I,Lima,Viernes,0
44085,JetSmart SPA,8,N,Antofagasta,Jueves,1
12474,Grupo LATAM,3,I,Asuncion,Martes,0
14541,Grupo LATAM,3,N,Arica,Sabado,0
15642,Grupo LATAM,3,N,Calama,Viernes,0
2446,Sky Airline,1,I,Lima,Lunes,0
4583,Grupo LATAM,1,N,Calama,Miercoles,1
4323,Grupo LATAM,1,N,Antofagasta,Viernes,0
56401,Gol Trans,11,I,Sao Paulo,Viernes,0
29867,Grupo LATAM,6,N,Calama,Sabado,0
39130,Gol Trans,8,I,Sao Paulo,Domingo,1
13332,Sky Airline,3,N,Antofagasta,Martes,0
43678,Grupo LATAM,8,N,Antofagasta,Jueves,1
7300,Sky Airline,2,N,Puerto Montt,Sabado,1
3121,Grupo LATAM,1,N,Iquique,Miercoles,0
42847,Grupo LATAM,8,I,Buenos Aires,Jueves,0
51665,Sky Airline,10,N,Iquique,Martes,0
6551,Copa Air,2,I,Ciudad de Panama,Sabado,0
15723,Grupo LATAM,3,N,Iquique,Sabado,0
17347,Aerolineas Argentinas,4,I,Buenos Aires,Lunes,0
43357,Grupo LATAM,8,I,Ciudad de Mexico,Martes,0
59827,Grupo LATAM,11,N,Antofagasta,Jueves,0
20074,Grupo LATAM,4,N,Temuco,Viernes,0
17499,Avianca,4,I,Bogota,Sabado,0
22511,Austral,5,I,Buenos Aires,Sabado,0
45205,Grupo LATAM,9,I,Rio de Janeiro,Sabado,0
47676,Grupo LATAM,9,N,Puerto Montt,Lunes,1
49923,Aerolineas Argentinas,10,I,Buenos Aires,Sabado,0
62311,Copa Air,12,I,Ciudad de Panama,Miercoles,0
11786,Air Canada,3,I,Toronto,Martes,0
57915,Sky Airline,11,I,Buenos Aires,Sabado,0
524,Copa Air,1,I,Ciudad de Panama,Martes,0
1103,Grupo LATAM,1,I,Rio de Janeiro,Sabado,0
29794,Grupo LATAM,6,N,Calama,Martes,0
6415,Avianca,2,I,Bogota,Lunes,0
12124,Copa Air,3,I,Ciudad de Panama,Viernes,0
23984,Sky Airline,5,N,Iquique,Jueves,1
40820,Grupo LATAM,8,N,Temuco,Jueves,1
49501,Latin American Wings,9,I,Lima,Sabado,1
52853,Grupo LATAM,10,N,Concepcion,Domingo,0
27246,Grupo LATAM,5,N,Copiapo,Lunes,1
58495,Grupo LATAM,11,N,Antofagasta,Domingo,0
34056,Sky Airline,7,N,Concepcion,Domingo,0
23718,Sky Airline,5,N,Calama,Miercoles,0
65521,Grupo LATAM,12,N,Puerto Montt,Jueves,1
49856,Air France,10,I,Paris,Jueves,0
32159,Grupo LATAM,6,I,Lima,Lunes,0
14328,Grupo LATAM,3,N,La Serena,Viernes,0
31585,Grupo LATAM,6,I,Nueva York,Jueves,0
35877,Grupo LATAM,7,N,Temuco,Miercoles,0
56956,Sky Airline,11,N,Punta Arenas,Lunes,1
8769,Grupo LATAM,2,N,Antofagasta,Jueves,0
752,Gol Trans,1,I,Rio de Janeiro,Domingo,0
17601,Copa Air,4,I,Ciudad de Panama,Jueves,0
20646,Grupo LATAM,4,N,Antofagasta,Miercoles,0
34675,Sky Airline,7,I,Buenos Aires,Domingo,1
7453,Sky Airline,2,N,Temuco,Jueves,0
61638,JetSmart SPA,11,N,Calama,Miercoles,0
5644,Grupo LATAM,1,I,Mendoza,Viernes,0
61442,Latin American Wings,11,N,Antofagasta,Miercoles,1
40702,Sky Airline,8,I,Montevideo,Lunes,1
12080,Alitalia,3,I,Roma,Lunes,0
5231,Grupo LATAM,1,I,Lima,Miercoles,1
24625,Grupo LATAM,5,N,Calama,Martes,0
20094,Grupo LATAM,4,N,Temuco,Viernes,0
24422,Grupo LATAM,5,N,Antofagasta,Martes,0
39627,Sky Airline,8,N,Puerto Montt,Miercoles,0
53601,Grupo LATAM,10,N,Copiapo,Miercoles,1
20807,Grupo LATAM,4,N,Calama,Domingo,0
48296,Grupo LATAM,9,I,Mendoza,Viernes,0
54347,Grupo LATAM,10,I,Buenos Aires,Miercoles,0
48130,Grupo LATAM,9,N,Calama,Jueves,1
35997,Grupo LATAM,7,N,Puerto Montt,Martes,1
60525,Grupo LATAM,11,I,Miami,Sabado,1
39463,Grupo LATAM,8,I,Sao Paulo,Sabado,1
41585,Grupo LATAM,8,N,Concepcion,Lunes,0
30104,Grupo LATAM,6,N,Concepcion,Jueves,0
22685,Copa Air,5,I,Ciudad de Panama,Sabado,0
62440,Copa Air,12,I,Ciudad de Panama,Viernes,0
33213,Iberia,7,I,Madrid,Jueves,0
8404,Grupo LATAM,2,N,Antofagasta,Jueves,0
11611,Grupo LATAM,2,I,Buenos Aires,Domingo,1
13282,Sky Airline,3,N,Calama,Jueves,1
57261,Sky Airline,11,N,Concepcion,Jueves,1
56586,Oceanair Linhas Aereas,11,I,Sao Paulo,Jueves,0
23535,Sky Airline,5,N,Concepcion,Lunes,0
36222,Grupo LATAM,7,N,Punta Arenas,Domingo,0
53097,Grupo LATAM,10,N,Osorno,Domingo,0
39526,Grupo LATAM,8,I,Rio de Janeiro,Martes,0
61201,Grupo LATAM,11,N,Antofagasta,Miercoles,0
49700,JetSmart SPA,9,N,Concepcion,Lunes,0
33255,Avianca,7,I,Lima,Martes,0
23139,Grupo LATAM,5,I,Rio de Janeiro,Lunes,1
17023,Grupo LATAM,3,I,Buenos Aires,Sabado,0
30285,Grupo LATAM,6,N,Temuco,Viernes,0
11825,Aeromexico,3,I,Ciudad de Mexico,Miercoles,0
2316,Sky Airline,1,I,Buenos Aires,Viernes,1
43553,Grupo LATAM,8,I,Sao Paulo,Sabado,0
61064,Grupo LATAM,11,I,Santa Cruz,Viernes,1
64605,Grupo LATAM,12,N,Copiapo,Viernes,0
5660,Grupo LATAM,1,I,Mendoza,Lunes,0
19624,Grupo LATAM,4,N,Calama,Viernes,0
22681,Copa Air,5,I,Ciudad de Panama,Martes,0
31615,Grupo LATAM,6,I,Bogota,Sabado,0
9280,Grupo LATAM,2,N,Concepcion,Domingo,0
25484,Grupo LATAM,5,N,Puerto Montt,Jueves,0
54086,Grupo LATAM,10,I,Mendoza,Lunes,1
37531,Grupo LATAM,7,I,Lima,Sabado,1
44670,Copa Air,9,I,Ciudad de Panama,Jueves,0
38672,Aerolineas Argentinas,8,I,Buenos Aires,Lunes,0
51929,Sky Airline,10,I,Buenos Aires,Miercoles,1
63227,Sky Airline,12,N,Puerto Montt,Miercoles,1
16577,Grupo LATAM,3,I,Sao Paulo,Lunes,0
38227,Latin American Wings,7,N,Concepcion,Miercoles,0
4751,Grupo LATAM,1,I,Buenos Aires,Domingo,0
35376,Grupo LATAM,7,N,Iquique,Lunes,0
64425,Grupo LATAM,12,N,Concepcion,Viernes,0
51610,Sky Airline,10,N,Antofagasta,Lunes,1
21421,Grupo LATAM,4,I,Lima,Martes,0
37890,Grupo LATAM,7,N,Isla de Pascua,Domingo,0
57602,Sky Airline,11,N,Antofagasta,Viernes,0
2945,Grupo LATAM,1,N,Calama,Lunes,0
55950,Aerolineas Argentinas,11,I,Buenos Aires,Sabado,0
50598,Grupo LATAM,10,I,Asuncion,Miercoles,0
859,Qantas Airways,1,I,Sydney,Sabado,1
41715,Grupo LATAM,8,N,Temuco,Domingo,0
49136,Grupo LATAM,9,N,Isla de Pascua,Lunes,1
11633,Latin American Wings,2,I,Lima,Domingo,0
18592,Sky Airline,4,N,Copiapo,Jueves,0
66838,Grupo LATAM,12,I,Bogota,Miercoles,1
42021,Grupo LATAM,8,N,Balmaceda,Domingo,0
18548,Sky Airline,4,N,La Serena,Domingo,0
26319,Grupo LATAM,5,I,Buenos Aires,Lunes,0
18644,Sky Airline,4,N,Calama,Domingo,0
23372,Sky Airline,5,N,Valdivia,Lunes,0
16384,Grupo LATAM,3,I,Lima,Miercoles,0
38299,Latin American Wings,7,I,Mendoza,Lunes,1
52867,Grupo LATAM,10,N,Concepcion,Jueves,0
46861,Grupo LATAM,9,N,Calama,Jueves,0
68184,JetSmart SPA,12,N,Temuco,Viernes,0
6021,Grupo LATAM,1,I,Buenos Aires,Domingo,0
22688,Copa Air,5,I,Ciudad de Panama,Martes,0
57641,Sky Airline,11,N,Antofagasta,Lunes,0
47388,Grupo LATAM,9,N,Valdivia,Domingo,0
60043,Grupo LATAM,11,N,Arica,Jueves,0
67195,Grupo LATAM,12,I,Auckland N.Z.,Jueves,0
52015,Sky Airline,10,I,Montevideo,Viernes,0
22703,Copa Air,5,I,Ciudad de Panama,Domingo,0
54478,Grupo LATAM,10,I,Lima,Viernes,0
44842,Gol Trans,9,I,Rio de Janeiro,Domingo,0
53442,Grupo LATAM,10,N,Punta Arenas,Jueves,0
50768,Grupo LATAM,10,I,Rio de Janeiro,Jueves,1
61470,Latin American Wings,11,N,Concepcion,Miercoles,1
40785,Sky Airline,8,I,Lima,Viernes,0
65325,Grupo LATAM,12,N,Temuco,Lunes,0
35180,Grupo LATAM,7,N,Antofagasta,Jueves,1
44405,Aerolineas Argentinas,9,I,Buenos Aires,Domingo,0
53020,Grupo LATAM,10,N,Temuco,Lunes,0
54448,Grupo LATAM,10,I,Miami,Viernes,0
45381,Sky Airline,9,N,Puerto Montt,Miercoles,0
16910,Grupo LATAM,3,N,Antofagasta,Jueves,0
17025,Grupo LATAM,3,I,Buenos Aires,Lunes,0
60799,Grupo LATAM,11,I,Lima,Martes,0
3264,Grupo LATAM,1,N,Iquique,Jueves,1
3146,Grupo LATAM,1,N,Antofagasta,Viernes,0
38446,Air Canada,8,I,Buenos Aires,Domingo,1
37536,Grupo LATAM,7,I,Lima,Domingo,0
62376,Copa Air,12,I,Ciudad de Panama,Miercoles,0
27708,Aerolineas Argentinas,6,I,Buenos Aires,Sabado,0
8387,Grupo LATAM,2,N,Puerto Natales,Martes,0
67883,JetSmart SPA,12,N,Calama,Domingo,0
43978,Latin American Wings,8,I,Mendoza,Lunes,1
11091,Grupo LATAM,2,I,Auckland N.Z.,Jueves,0
9067,Grupo LATAM,2,N,Iquique,Jueves,0
8333,Sky Airline,2,I,Lima,Sabado,0
35167,Grupo LATAM,7,N,Antofagasta,Sabado,0
8994,Grupo LATAM,2,N,Iquique,Lunes,0
19959,Grupo LATAM,4,N,Concepcion,Sabado,0
51268,Sky Airline,10,N,La Serena,Miercoles,0
8029,Sky Airline,2,N,Iquique,Martes,0
23461,Sky Airline,5,N,Temuco,Martes,0
51102,Sky Airline,10,N,Temuco,Miercoles,0
24454,Grupo LATAM,5,N,Antofagasta,Lunes,0
46824,Grupo LATAM,9,N,Calama,Viernes,0
37637,Grupo LATAM,7,I,Lima,Miercoles,0
63558,Sky Airline,12,N,Copiapo,Lunes,0
64659,Grupo LATAM,12,N,Antofagasta,Jueves,0
31049,Grupo LATAM,6,N,Arica,Miercoles,0
7667,Sky Airline,2,N,Copiapo,Martes,0
49141,Grupo LATAM,9,N,Isla de Pascua,Sabado,0
9081,Grupo LATAM,2,N,Iquique,Miercoles,0
2826,Grupo LATAM,1,N,Antofagasta,Lunes,0
61988,Air France,12,I,Paris,Viernes,1
67237,Grupo LATAM,12,N,Isla de Pascua,Viernes,0
13482,Sky Airline,3,N,Iquique,Martes,0
6850,Avianca,2,I,Lima,Sabado,0
59520,Grupo LATAM,11,N,Punta Arenas,Jueves,0
34179,Sky Airline,7,N,Copiapo,Domingo,0
17538,Avianca,4,I,Bogota,Martes,0
35297,Grupo LATAM,7,N,La Serena,Jueves,0
28468,Sky Airline,6,N,Punta Arenas,Sabado,0
34646,Sky Airline,7,I,Buenos Aires,Jueves,0
11707,American Airlines,3,I,Miami,Miercoles,0
32244,Latin American Wings,6,N,Puerto Montt,Jueves,0
47670,Grupo LATAM,9,N,Punta Arenas,Domingo,0
38490,Air Canada,8,I,Toronto,Domingo,0
56660,Grupo LATAM,11,I,Rio de Janeiro,Miercoles,0
257,Aerolineas Argentinas,1,I,Buenos Aires,Miercoles,0
33658,Grupo LATAM,7,I,Sao Paulo,Jueves,0
27816,Avianca,6,I,Bogota,Viernes,0
51654,Sky Airline,10,N,Iquique,Miercoles,1
32451,American Airlines,7,I,Dallas,Lunes,0
24986,Grupo LATAM,5,N,Concepcion,Viernes,0
27175,Grupo LATAM,5,I,Lima,Sabado,0
23799,Sky Airline,5,N,Calama,Martes,0
64784,Grupo LATAM,12,N,Calama,Martes,1
12674,Grupo LATAM,3,I,Sao Paulo,Sabado,0
22443,Aerolineas Argentinas,5,I,Buenos Aires,Domingo,0
4387,Grupo LATAM,1,N,La Serena,Viernes,0
28541,Sky Airline,6,N,Puerto Montt,Viernes,0
55235,Grupo LATAM,10,I,Lima,Martes,0
63738,Sky Airline,12,N,Calama,Miercoles,0
22227,American Airlines,5,I,Dallas,Sabado,0
6571,Copa Air,2,I,Ciudad de Panama,Lunes,0
24926,Grupo LATAM,5,N,Arica,Domingo,0
43483,Grupo LATAM,8,I,Madrid,Miercoles,0
61688,JetSmart SPA,11,N,Antofagasta,Domingo,0
49622,JetSmart SPA,9,N,Antofagasta,Sabado,0
57770,Sky Airline,11,N,Iquique,Miercoles,1
57021,Sky Airline,11,N,Puerto Montt,Sabado,0
40904,Grupo LATAM,8,N,Copiapo,Viernes,0
10414,Grupo LATAM,2,I,Buenos Aires,Jueves,1
44070,JetSmart SPA,8,N,Antofagasta,Sabado,1
62091,Aerolineas Argentinas,12,I,Buenos Aires,Domingo,0
64109,Sky Airline,12,N,Arica,Miercoles,1
63377,Sky Airline,12,N,Temuco,Domingo,1
53555,Grupo LATAM,10,N,La Serena,Domingo,0
24763,Grupo LATAM,5,N,Calama,Miercoles,0
39473,Grupo LATAM,8,I,Sao Paulo,Lunes,1
34127,Sky Airline,7,N,La Serena,Viernes,0
29850,Grupo LATAM,6,N,Calama,Jueves,0
51042,Sky Airline,10,N,Valdivia,Martes,1
40445,Sky Airline,8,N,Iquique,Viernes,1
12174,Copa Air,3,I,Ciudad de Panama,Sabado,0
23745,Sky Airline,5,N,Calama,Lunes,0
32279,Latin American Wings,6,N,Concepcion,Domingo,0
50891,Sky Airline,10,N,Punta Arenas,Martes,1
21004,Grupo LATAM,4,I,Mendoza,Sabado,0
37397,Grupo LATAM,7,I,Nueva York,Domingo,1
63559,Sky Airline,12,N,Copiapo,Martes,0
2156,Sky Airline,1,N,Iquique,Viernes,0
22614,Alitalia,5,I,Roma,Sabado,0
54427,Grupo LATAM,10,I,Miami,Viernes,0
60465,Grupo LATAM,11,I,Cordoba,Lunes,0
7060,Grupo LATAM,2,I,Rio de Janeiro,Domingo,0
49640,JetSmart SPA,9,N,Antofagasta,Miercoles,0
51682,Sky Airline,10,N,Iquique,Viernes,1
7331,Sky Airline,2,N,Balmaceda,Lunes,1
60998,Grupo LATAM,11,I,Melbourne,Sabado,1
62540,Gol Trans,12,I,Rio de Janeiro,Lunes,0
9970,Grupo LATAM,2,N,La Serena,Sabado,0
4635,Grupo LATAM,1,N,Arica,Domingo,0
12224,Copa Air,3,I,Ciudad de Panama,Sabado,0
27471,Air Canada,6,I,Buenos Aires,Sabado,0
47495,Grupo LATAM,9,N,Puerto Montt,Miercoles,0
57521,Sky Airline,11,N,Calama,Sabado,0
63697,Sky Airline,12,N,Calama,Viernes,0
50883,Sky Airline,10,N,Punta Arenas,Lunes,0
1378,Sky Airline,1,N,Puerto Montt,Domingo,0
34653,Sky Airline,7,I,Buenos Aires,Jueves,0
66144,Grupo LATAM,12,N,Calama,Domingo,0
33259,Avianca,7,I,Lima,Sabado,0
56179,Alitalia,11,I,Roma,Lunes,0
63449,Sky Airline,12,N,Concepcion,Lunes,0
35274,Grupo LATAM,7,N,Calama,Martes,1
48852,Grupo LATAM,9,I,Punta Cana,Domingo,1
16651,Grupo LATAM,3,I,Auckland N.Z.,Miercoles,0
2591,Grupo LATAM,1,N,Temuco,Viernes,1
56532,Qantas Airways,11,I,Sydney,Domingo,1
65806,Grupo LATAM,12,N,Punta Arenas,Jueves,0
37028,Grupo LATAM,7,I,Mendoza,Domingo,0
57452,Sky Airline,11,N,Calama,Viernes,0
52105,Grupo LATAM,10,N,Concepcion,Lunes,0
14239,Grupo LATAM,3,N,Calama,Martes,0
3720,Grupo LATAM,1,N,Puerto Montt,Lunes,0
28655,Sky Airline,6,N,Temuco,Domingo,0
31721,Grupo LATAM,6,I,Ciudad de Mexico,Sabado,1
37221,Grupo LATAM,7,I,Buenos Aires,Jueves,0
51382,Sky Airline,10,N,Calama,Domingo,0
24803,Grupo LATAM,5,N,Iquique,Jueves,0
23043,Grupo LATAM,5,I,Sao Paulo,Miercoles,0
67062,Grupo LATAM,12,I,Sao Paulo,Jueves,1
53589,Grupo LATAM,10,N,Copiapo,Domingo,1
34494,Sky Airline,7,N,Iquique,Domingo,0
22155,Latin American Wings,4,I,Lima,Lunes,0
16352,Grupo LATAM,3,I,Lima,Martes,1
10060,Grupo LATAM,2,N,Antofagasta,Domingo,0
36906,Grupo LATAM,7,I,Montevideo,Sabado,0
27701,Aerolineas Argentinas,6,I,Buenos Aires,Sabado,0
30153,Grupo LATAM,6,N,Concepcion,Jueves,0
66929,Grupo LATAM,12,I,Ciudad de Mexico,Miercoles,0
27465,Air Canada,6,I,Buenos Aires,Jueves,0
33971,Sky Airline,7,N,Concepcion,Domingo,0
35879,Grupo LATAM,7,N,Temuco,Viernes,0
15578,Grupo LATAM,3,N,Calama,Domingo,0
34091,Sky Airline,7,N,La Serena,Domingo,0
19733,Grupo LATAM,4,N,Iquique,Domingo,0
65078,Grupo LATAM,12,N,Iquique,Miercoles,0
65983,Grupo LATAM,12,N,Antofagasta,Martes,0
46188,Sky Airline,9,N,Arica,Lunes,1
16079,Grupo LATAM,3,I,Miami,Domingo,1
15675,Grupo LATAM,3,N,Calama,Miercoles,0
55914,Aeromexico,11,I,Ciudad de Mexico,Lunes,0
35281,Grupo LATAM,7,N,Calama,Miercoles,0
64503,Grupo LATAM,12,N,Puerto Montt,Viernes,0
45213,Grupo LATAM,9,I,Rio de Janeiro,Viernes,1
51219,Sky Airline,10,N,Concepcion,Viernes,1
287,Aerolineas Argentinas,1,I,Buenos Aires,Martes,1
59158,Grupo LATAM,11,N,Temuco,Jueves,1
31753,Grupo LATAM,6,I,Lima,Lunes,1
52247,Grupo LATAM,10,N,Copiapo,Lunes,0
42125,Grupo LATAM,8,N,Punta Arenas,Martes,0
67373,Grupo LATAM,12,N,Antofagasta,Martes,0
45238,Grupo LATAM,9,I,Rio de Janeiro,Martes,0
19132,Sky Airline,4,I,Montevideo,Viernes,0
31833,Grupo LATAM,6,I,Madrid,Jueves,1
52738,Grupo LATAM,10,N,Iquique,Domingo,0
767,Iberia,1,I,Madrid,Viernes,0
5907,Grupo LATAM,1,I,Lima,Miercoles,0
21577,Grupo LATAM,4,I,Lima,Martes,0
13648,Sky Airline,3,N,Arica,Miercoles,0
40833,Grupo LATAM,8,N,Puerto Montt,Domingo,0
24399,Grupo LATAM,5,N,Copiapo,Lunes,0
10878,Grupo LATAM,2,I,Lima,Jueves,0
17139,Latin American Wings,3,N,Concepcion,Jueves,0
63502,Sky Airline,12,N,La Serena,Domingo,0
45781,Sky Airline,9,N,Calama,Jueves,0
61734,JetSmart SPA,11,N,Copiapo,Jueves,0
47283,Grupo LATAM,9,N,Temuco,Jueves,0
49536,Latin American Wings,9,N,Concepcion,Miercoles,1
25452,Grupo LATAM,5,N,Puerto Montt,Jueves,0
27832,Alitalia,6,I,Roma,Viernes,0
8884,Grupo LATAM,2,N,Calama,Lunes,0
46468,Grupo LATAM,9,N,Puerto Montt,Jueves,0
2921,Grupo LATAM,1,N,Antofagasta,Miercoles,0
36371,Grupo LATAM,7,N,La Serena,Jueves,0
42035,Grupo LATAM,8,N,Punta Arenas,Viernes,0
12626,Grupo LATAM,3,I,Rio de Janeiro,Miercoles,0
35305,Grupo LATAM,7,N,Calama,Martes,0
43283,Grupo LATAM,8,I,Bogota,Sabado,0
9583,Grupo LATAM,2,N,Puerto Montt,Miercoles,0
25802,Grupo LATAM,5,N,Antofagasta,Jueves,0
8392,Grupo LATAM,2,N,Puerto Natales,Jueves,0
35945,Grupo LATAM,7,N,Valdivia,Jueves,0
